Temperature
-1.584
-1.556
-1.556
-1.556
-1.556
-1.556
-1.584
-1.613
-1.641
-1.641
-1.67
-1.67
-1.67
-1.67
-1.67
-1.67
-1.67
-1.641
-1.613
-1.556
-1.527
-1.47
-1.441
-1.413
-1.413
-1.413
-1.413
-1.413
-1.413
-1.413
-1.413
-1.384
-1.413
-1.441
-1.413
-1.384
-1.384
-1.384
-1.413
-1.413
-1.441
-1.441
-1.413
-1.413
-1.413
-1.384
-1.384
-1.413
-1.413
-1.413
-1.413
-1.413
-1.413
-1.413
-1.413
-1.413
-1.441
-1.413
-1.413
-1.384
-1.356
-1.299
-1.299
-1.242
-1.242
-1.213
-1.185
-1.128
-1.071
-1.071
-1.071
-1.071
-1.071
-1.043
-1.071
-1.043
-1.043
-1.071
-1.071
-1.043
-1.071
-1.071
-1.071
-1.071
-1.071
-1.1
-1.128
-1.157
-1.157
-1.185
-1.213
-1.213
-1.213
-1.242
-1.27
-1.299
-1.299
-1.327
-1.356
-1.384
-1.413
-1.384
-1.356
-1.356
-1.356
-1.327
-1.327
-1.299
-1.299
-1.299
-1.27
-1.242
-1.213
-1.185
-1.185
-1.185
-1.157
-1.157
-1.1
-1.1
-1.071
-1.071
-1.043
-1.043
-1.043
-1.015
-1.015
-1.015
-0.986
-0.986
-1.015
-0.986
-0.986
-0.958
-0.93
-0.902
-0.873
-0.845
-0.817
-0.789
-0.789
-0.789
-0.789
-0.76
-0.76
-0.732
-0.76
-0.732
-0.76
-0.76
-0.76
-0.789
-0.789
-0.76
-0.789
-0.789
-0.817
-0.845
-0.873
-0.873
-0.873
-0.873
-0.873
-0.873
-0.845
-0.845
-0.845
-0.873
-0.873
-0.873
-0.873
-0.873
-0.902
-0.873
-0.873
-0.873
-0.845
-0.873
-0.902
-0.902
-0.902
-0.93
-0.93
-0.93
-0.93
-0.958
-0.958
-0.93
-0.93
-0.93
-0.958
-0.958
-0.93
-0.93
-0.902
-0.93
-0.958
-0.958
-0.93
-0.958
-0.958
-0.958
-0.958
-0.958
-0.958
-0.958
-0.986
-0.986
-1.015
-0.986
-0.986
-0.986
-0.986
-0.986
-0.986
-0.986
-0.986
-0.986
-0.986
-1.015
-1.015
-1.015
-1.015
-1.043
-1.015
-1.015
-1.015
-1.015
-1.015
-1.043
-1.015
-1.015
-1.015
-1.015
-0.986
-1.015
-1.043
-1.015
-1.015
-1.043
-1.043
-1.015
-0.986
-0.986
-1.015
-1.043
-1.043
-1.071
-1.071
-1.071
-1.071
-1.071
-1.043
-1.071
-1.071
-1.071
-1.071
-1.071
-1.071
-1.071
-1.071
-1.071
-1.071
-1.1
-1.1
-1.071
-1.043
-1.015
-1.043
-1.071
-1.071
-1.1
-1.071
-1.071
-1.071
-1.071
-1.071
-1.071
-1.071
-1.071
-1.071
-1.071
-1.071
-1.043
-1.043
-1.015
-1.015
-1.015
-1.043
-1.015
-1.015
-1.043
-1.043
-1.043
-1.071
-1.071
-1.043
-1.015
-1.015
-1.015
-1.015
-1.015
-1.015
-1.043
-1.043
-1.015
-1.043
-1.043
-1.043
-1.015
-1.043
-1.043
-1.043
-1.043
-1.015
-1.015
-1.015
-1.043
-1.043
-1.043
-1.043
-1.043
-1.071
-1.071
-1.071
-1.071
-1.1
-1.1
-1.1
-1.1
-1.1
-1.1
-1.1
-1.128
-1.128
-1.1
-1.1
-1.071
-1.071
-1.071
-1.071
-1.071
-1.071
-1.071
-1.043
-1.043
-1.043
-1.043
-1.015
-1.015
-1.015
-1.015
-0.986
-0.986
-0.986
-0.986
-0.986
-0.986
-1.015
-1.015
-0.986
-1.015
-1.015
-0.986
-1.015
-1.015
-0.986
-0.986
-0.986
-0.986
-0.986
-0.986
-0.986
-0.958
-0.958
-0.958
-0.958
-0.958
-0.958
-0.93
-0.902
-0.902
-0.902
-0.902
-0.93
-0.93
-0.93
-0.93
-0.93
-0.902
-0.902
-0.902
-0.873
-0.873
-0.873
-0.873
-0.873
-0.873
-0.902
-0.873
-0.873
-0.873
-0.902
-0.902
-0.902
-0.902
-0.902
-0.902
-0.902
-0.902
-0.902
-0.873
-0.873
-0.873
-0.873
-0.873
-0.902
-0.902
-0.902
-0.902
-0.93
-0.93
-0.958
-0.93
-0.958
-0.93
-0.93
-0.902
-0.902
-0.902
-0.902
-0.873
-0.873
-0.902
-0.873
-0.873
-0.873
-0.873
-0.873
-0.845
-0.845
-0.873
-0.873
-0.845
-0.845
-0.845
-0.845
-0.845
-0.845
-0.873
-0.845
-0.845
-0.845
-0.845
-0.845
-0.845
-0.845
-0.845
-0.845
-0.845
-0.845
-0.845
-0.845
-0.817
-0.817
-0.817
-0.845
-0.845
-0.845
-0.817
-0.817
-0.817
-0.817
-0.817
-0.789
-0.789
-0.817
-0.817
-0.817
-0.789
-0.789
-0.789
-0.817
-0.817
-0.817
-0.817
-0.845
-0.817
-0.817
-0.845
-0.873
-0.902
-0.902
-0.93
-0.958
-0.958
-0.958
-0.958
-0.958
-0.986
-1.015
-1.043
-1.071
-1.1
-1.1
-1.128
-1.157
-1.157
-1.157
-1.185
-1.213
-1.242
-1.242
-1.242
-1.213
-1.242
-1.299
-1.299
-1.27
-1.242
-1.213
-1.157
-1.128
-1.1
-1.1
-1.1
-1.157
-1.157
-1.157
-1.157
-1.185
-1.185
-1.213
-1.27
-1.27
-1.327
-1.327
-1.327
-1.327
-1.299
-1.299
-1.327
-1.299
